EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;1,0;P1520;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;2,0;P238;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;3,0;P334;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;4,0;P2022;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;5,0;P304;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;6,0;P307;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;7,0;P258;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;8,0;P8498;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;9,0;P12530;8,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;10,0;P3896;1,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;11,0;P561;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;12,0;P285;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;13,0;P1025;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;14,0;P580;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;15,0;P43;6,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;16,0;P563;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;17,0;P1120;12,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;18,0;P538;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;19,0;P2719;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;20,0;P2812;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;21,0;P3999;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;22,0;P6849;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;23,0;P9367;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;24,0;P11538;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;25,0;P11725;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;26,0;P12177;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;27,0;P12182;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;28,0;P12183;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;29,0;P13515;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;30,0;P14183;3,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;31,0;P14289;2,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;32,0;P14291;4,0
EMP00;FC|OEP;OEP7515;C100692;20200518;20200520;20200520;Panorama Varios;Panorama Frecuencia;33,0;P14294;6,0
